wavelength / nm,absorption x-section / m^2 for concn=0.02 mM,absorption x-section / m^2 for concn=0.2 mM,absorption x-section / m^2 for concn=2.0 mM,absorption x-section / m^2 for concn=20.0 mM
500.0,5.4184664698374763e-21,1.6483942354883574e-21,1.5228781022966902e-22,1.4678713781826458e-23
501.0,5.514645683501654e-21,1.64844985050168e-21,1.5229962841999999e-22,1.4699534652438975e-23
502.0,5.6108248971658316e-21,1.6465936994320494e-21,1.5231144661033096e-22,1.4701237862221972e-23
503.0,5.6878864500004837e-21,1.6466493144453716e-21,1.525144414089572e-22,1.4702941072004966e-23
504.0,5.7649480028351357e-21,1.6467049294586941e-21,1.5233508299099292e-22,1.4723761942617483e-23
505.0,5.8611272164993119e-21,1.6467605444720163e-21,1.5215572457302866e-22,1.4687229830741426e-23
506.0,5.9955417518225413e-21,1.6468161594853384e-21,1.5197636615506438e-22,1.4669815379694897e-23
507.0,6.1490739479752954e-21,1.6449600084157083e-21,1.5198818434539535e-22,1.467151858947789e-23
508.0,6.3026061441280489e-21,1.6450156234290304e-21,1.5219117914402159e-22,1.4692339460090411e-23
509.0,6.4752560011103308e-21,1.6431594723594001e-21,1.5220299733435258e-22,1.4713160330702928e-23
510.0,6.6479058580926112e-21,1.6451268534556749e-21,1.520236389163883e-22,1.4695745879656398e-23
511.0,6.9161440192225193e-21,1.6451824684689972e-21,1.5184428049842405e-22,1.4678331428609865e-23
512.0,7.2034998411819521e-21,1.6452380834823196e-21,1.5166492208045974e-22,1.4660916977563335e-23
513.0,7.509973323970912e-21,1.6433819324126891e-21,1.5167674027079071e-22,1.4662620187346329e-23
514.0,7.8546821284189243e-21,1.6415257813430587e-21,1.516885584611217e-22,1.4664323397129323e-23
515.0,8.2185085936964622e-21,1.6396696302734286e-21,1.5170037665145267e-22,1.4666026606912316e-23
516.0,8.6014527198035242e-21,1.6397252452867509e-21,1.5171219484178364e-22,1.4648612155865784e-23
517.0,9.0226321675696386e-21,1.6436043924659782e-21,1.5153283642381938e-22,1.4631197704819254e-23
518.0,9.4820469369948042e-21,1.6417482413963479e-21,1.5116230139755986e-22,1.4613783253772724e-23
519.0,9.9414617064199682e-21,1.64180385640967e-21,1.513652961961861e-22,1.4615486463555718e-23
520.0,1.0400876475845134e-20,1.6380359392570874e-21,1.5156829099481231e-22,1.4636307334168238e-23
521.0,1.0822055923611248e-20,1.6380915542704096e-21,1.515801091851433e-22,1.4657128204780755e-23
522.0,1.1224117710547834e-20,1.6400589353666842e-21,1.5140075076717902e-22,1.4658831414563749e-23
523.0,1.1645297158313949e-20,1.6420263164629592e-21,1.5141256895751002e-22,1.4622299302687692e-23
524.0,1.208559426690959e-20,1.6459054636421865e-21,1.5123321053954574e-22,1.460488485164116e-23
525.0,1.2468538393016655e-20,1.6440493125725563e-21,1.512450287298767e-22,1.462570572225368e-23
526.0,1.279412953663514e-20,1.6402813954199733e-21,1.5163920013679819e-22,1.4665644253695727e-23
527.0,1.3081485358594575e-20,1.638425244350343e-21,1.5145984171883391e-22,1.466734746347872e-23
528.0,1.3311488198065431e-20,1.6384808593636655e-21,1.5128048330086963e-22,1.4649933012432188e-23
529.0,1.3465020394218185e-20,1.6385364743769877e-21,1.5129230149120062e-22,1.4632518561385658e-23
530.0,1.3675905572859516e-20,1.6405038554732623e-21,1.5130411968153162e-22,1.4653339431998178e-23
531.0,1.3925026073159898e-20,1.6424712365695373e-21,1.5131593787186258e-22,1.4655042641781172e-23
532.0,1.4002087625994548e-20,1.6425268515828595e-21,1.5113657945389828e-22,1.4637628190734642e-23
533.0,1.4021796196340624e-20,1.6425824665961818e-21,1.5114839764422927e-22,1.4639331400517633e-23
534.0,1.4003269445027648e-20,1.6426380816095039e-21,1.5154256905115078e-22,1.4641034610300626e-23
535.0,1.3908272050396571e-20,1.6407819305398736e-21,1.5155438724148175e-22,1.4642737820083623e-23
536.0,1.3717686351617861e-20,1.6389257794702435e-21,1.5156620543181274e-22,1.4663558690696143e-23
537.0,1.3469747670350578e-20,1.6370696284006131e-21,1.5119567040555319e-22,1.4665261900479137e-23
538.0,1.3145338345765189e-20,1.6390370094968878e-21,1.5120748859588418e-22,1.4647847449432607e-23
539.0,1.2801811360350275e-20,1.6410043905931628e-21,1.514104833945104e-22,1.4630432998386071e-23
540.0,1.2400931392446786e-20,1.6429717716894374e-21,1.5161347819313664e-22,1.4632136208169068e-23
541.0,1.1923580781225192e-20,1.6430273867027599e-21,1.518164729917629e-22,1.4672074739611112e-23
542.0,1.138887718751502e-20,1.6411712356331294e-21,1.5182829118209387e-22,1.4692895610223632e-23
543.0,1.0758585289657222e-20,1.6374033184805466e-21,1.5126657954753907e-22,1.4637245837518049e-23
544.0,1.0128293391799424e-20,1.6412824656597741e-21,1.5127839773787004e-22,1.4638949047301043e-23
545.0,9.5362368156006783e-21,1.6489851450049065e-21,1.518637457530868e-22,1.4678887578743087e-23
546.0,8.8485919352543021e-21,1.6547760582670865e-21,1.5244909376830358e-22,1.473794377101466e-23
547.0,8.1800647157374528e-21,1.6529199071974561e-21,1.5284326517522504e-22,1.4777882302456707e-23
548.0,7.473302174561551e-21,1.6548872882937309e-21,1.5285508336555603e-22,1.4798703173069224e-23
549.0,6.7856572942151748e-21,1.6568546693900059e-21,1.5286690155588703e-22,1.4800406382852221e-23
550.0,6.1553653963573766e-21,1.6588220504862808e-21,1.5287871974621797e-22,1.4782991931805688e-23
551.0,5.4677205160110003e-21,1.6588776654996029e-21,1.5289053793654896e-22,1.4784695141588682e-23
552.0,4.894781600641778e-21,1.6531979822640674e-21,1.5328470934347045e-22,1.4805516012201202e-23
553.0,4.3600780069316074e-21,1.6436947668626268e-21,1.5329652753380144e-22,1.4807219221984196e-23
554.0,3.8253744132214375e-21,1.6265444871293759e-21,1.5311716911583716e-22,1.4828040092596716e-23
555.0,3.3480238019998443e-21,1.5979236108984098e-21,1.5255545748128236e-22,1.4772390319891133e-23
556.0,2.8897908516077769e-21,1.5578321381697282e-21,1.5218492245502284e-22,1.4735858208015076e-23
557.0,2.5080285445338116e-21,1.5005347706944734e-21,1.5200556403705856e-22,1.4718443756968544e-23
558.0,2.1836192199484244e-21,1.4202962102237876e-21,1.518262056190943e-22,1.4681911645092487e-23
559.0,1.8783275561925619e-21,1.3247635210894816e-21,1.5183802380942527e-22,1.4683614854875481e-23
560.0,1.6112712140957518e-21,1.2120249372086022e-21,1.5146748878316574e-22,1.4666200403828948e-23
561.0,1.3824501936579924e-21,1.103109885493628e-21,1.5090577714861094e-22,1.4629668291952892e-23
562.0,1.1918644948792843e-21,9.9037130161274861e-22,1.5072641873064666e-22,1.4593136180076835e-23
563.0,1.0395141177596277e-21,8.7189741948301174e-22,1.5073823692097763e-22,1.4556604068200776e-23
564.0,9.0628140146949684e-22,7.6871766601689515e-22,1.5094123171960387e-22,1.4558307277983773e-23
565.0,7.7304868517936623e-22,6.6744967863373142e-22,1.5057069669334434e-22,1.457912814859629e-23
566.0,6.2069830805970954e-22,5.7191698949942512e-22,1.4962663184219905e-22,1.4504360715061183e-23
567.0,4.8746559176957874e-22,4.9167842902873957e-22,1.4906492020764425e-22,1.44487109423556e-23
568.0,4.1158585796802497e-22,4.2099869897281683e-22,1.486943851813847e-22,1.4450414152138594e-23
569.0,3.7394144582552252e-22,3.6178956541460938e-22,1.4794149693853466e-22,1.4452117361921585e-23
570.0,3.1717937285349451e-22,3.0831573010525968e-22,1.4623272565420832e-22,1.4492055893363632e-23
571.0,2.7953496071099211e-22,2.5675366087886265e-22,1.4261218828692942e-22,1.4493759103146628e-23
572.0,2.0365522690943828e-22,2.1475042206722838e-22,1.3707988483669795e-22,1.4495462312929622e-23
573.0,1.4689315393741019e-22,1.7848248150445182e-22,1.2887110887033289e-22,1.4478047861883089e-23
574.0,1.2836640262443348e-22,1.4986160527348552e-22,1.1951527325419628e-22,1.4479751071666086e-23
575.0,1.0983965131145677e-22,1.2888779337432953e-22,1.090123779882881e-22,1.4481454281449077e-23
576.0,1.1043056082800577e-22,1.0600221539222095e-22,9.6980069856017939e-23,1.448315749123207e-23
577.0,9.1903809515029053e-23,8.8851935658970112e-23,8.5903644765224e-23,1.4523096022674117e-23
578.0,9.249471903157805e-23,7.3613422008671822e-23,7.5209572891020593e-23,1.4524799232457111e-23
579.0,5.4850306889075559e-23,6.2198440524278663e-23,6.5089030841702964e-23,1.4507384781410581e-23
580.0,3.6323555576098917e-23,5.4606991205790645e-23,5.6497901658747375e-23,1.4489970330364048e-23
581.0,5.6032125922173552e-23,4.7015541887302626e-23,4.828912569238231e-23,1.4472555879317515e-23
582.0,3.7505374609196845e-23,4.1335858651767179e-23,4.1800939200674564e-23,1.4474259089100512e-23
583.0,5.7213944955271474e-23,3.3744409333279155e-23,3.6268635750443084e-23,1.4456844638053979e-23
584.0,5.7804854471820471e-23,2.6152960014791137e-23,3.0927508908506877e-23,1.4362959543689343e-23
585.0,2.0160442329318118e-23,2.2385042862208258e-23,2.6351088499751686e-23,1.4211721466836134e-23
586.0,2.0751351845867044e-23,2.0528891792577944e-23,2.2348197915882267e-23,1.3945777425005768e-23
587.0,2.134226136241604e-23,1.8672740722947632e-23,1.9492366981784397e-23,1.3622480400686825e-23
588.0,4.1050831708490737e-23,1.6816589653317321e-23,1.7018889264277037e-23,1.3184477411390729e-23
589.0,4.1641741225039663e-23,1.3048672500734434e-23,1.4545411546769673e-23,1.2574415474628902e-23
590.0,2.3114989912062953e-23,9.2807553481515523e-24,1.2454287045852827e-23,1.188788289454897e-23
591.0,4.5882385990862434e-24,7.424604278521238e-24,1.0554339153231239e-23,1.1067526688662359e-23
592.0,-1.3938512713890468e-23,9.3919853747960655e-24,9.0367444772001627e-24,1.0189817500287171e-23
593.0,5.7700576321841652e-24,9.4476003881183221e-24,7.9015030177596007e-24,9.3121083119119851e-24
594.0,2.5478627978258863e-23,7.5914493184880092e-24,6.9574381666142952e-24,8.4152814627072701e-24
595.0,2.606953749480786e-23,5.7352982488576986e-24,6.2045499237642469e-24,7.5949252568206611e-24
596.0,2.6660447011356853e-23,3.8791471792273844e-24,5.2604850726189429e-24,6.8319220334226274e-24
597.0,8.133695698380075e-24,3.9347621925496417e-24,4.3164202214736381e-24,6.1071541316836437e-24
598.0,8.7246052149290686e-24,3.9903772058718983e-24,3.5635319786235891e-24,5.439739212433239e-24
599.0,-9.8021460980476436e-24,4.0459922191941549e-24,3.1929969523640561e-24,4.8105596148418858e-24
600.0,9.9064242480269897e-24,6.0133733154689816e-24,3.0136385343997791e-24,4.296085982227686e-24
601.0,2.9614994594101689e-23,4.1572222458386681e-24,2.6431035081402435e-24,3.85808299293159e-24
602.0,3.0205904110650686e-23,2.3010711762083542e-24,2.2725684818807093e-24,3.4200800036354933e-24
603.0,1.1679152797673972e-23,4.4492010657804689e-25,1.7108568473259187e-24,3.0203123359984472e-24
604.0,-6.8475985153028049e-24,2.4123012028528674e-24,1.3403218210663838e-24,2.6587799900204537e-24
605.0,-6.256688998753812e-24,2.467916216175124e-24,1.3521400113973635e-24,2.3737182873605626e-24
606.0,1.3451881347320887e-23,4.4352973124499511e-24,1.3639582017283434e-24,2.1268919063597228e-24
607.0,1.4042790863869816e-23,2.5791462428196375e-24,1.1845997837640663e-24,1.880065525358883e-24
608.0,1.4633700380418809e-23,-1.1887709097632401e-24,1.0052413657997879e-24,1.6714744660170945e-24
609.0,-3.8930509325579022e-24,-1.1331558964409835e-24,6.3470633954025355e-25,1.4628834066753061e-24
610.0,-2.241980224553455e-23,8.342251998338438e-25,6.4652452987123339e-25,1.2734100081630431e-24
611.0,-2.7112318994599804e-24,2.8016062961086643e-24,6.5834272020221204e-25,1.1221719313098319e-24
612.0,1.6997338446614719e-23,9.45455226478357e-25,6.7016091053319188e-25,9.9005151528614615e-25
613.0,1.7588247963163713e-23,1.001070239800614e-24,8.7315570915942886e-25,8.77048760091986e-25
614.0,1.8179157479712706e-23,-8.5508082982969995e-25,5.0262068289989588e-25,7.8316366572735193e-25
615.0,-3.4759383326407122e-25,-7.9946581650744326e-25,3.2326226493561738e-25,6.7016091053319169e-25
616.0,-1.8874345146240715e-23,-7.4385080318518666e-25,1.439038469713402e-25,5.5715815533903173e-25
617.0,-1.8283435629691722e-23,1.2235302930896407e-24,1.5572203730232008e-25,4.8239072180392309e-25
618.0,1.4251347163828444e-24,3.1909113893644612e-24,3.5871683592855571e-25,4.4585860992786585e-25
619.0,2.1133705062457545e-23,3.2465264026867182e-24,3.7053502625953559e-25,4.0932649805180848e-25
620.0,2.1724614579006538e-23,1.3903753330564107e-24,1.911766082952584e-25,3.5367672534622554e-25
621.0,3.1978632660298263e-24,-4.6577573657390313e-25,1.1818190330979881e-26,2.980269526406426e-25
622.0,-1.5328888046946886e-23,-4.1016072325164649e-25,2.3636380661959761e-26,2.6149484076458523e-25
623.0,-1.4737978530397892e-23,1.5572203730231807e-24,2.266311792881967e-25,2.4408038971805366e-25
624.0,4.9705918156767417e-24,3.5246014692980011e-24,4.2962597791443364e-25,2.2666593867152213e-25
625.0,2.4679162161751374e-23,1.6684503996676939e-24,2.5026755995015514e-25,2.0925148762499046e-25
626.0,6.1524108487746628e-24,-2.0994667529151902e-24,7.0909141985877955e-26,1.9183703657845882e-25
627.0,-1.2374340464201982e-23,-2.0438517395929332e-24,-1.0844927597839923e-25,1.5530492470240177e-25
628.0,-1.1783430947652987e-23,-7.6470643318106264e-26,-9.6631085647420669e-26,1.187728128263444e-25
629.0,7.9251393984215782e-24,1.890910452956721e-24,1.0636371297881628e-25,1.0135836177981276e-25
630.0,8.5160489149705718e-24,1.9465254662789776e-24,3.0935851160505319e-25,1.0306157156280695e-25
631.0,2.8224619261045271e-23,2.0021404796012342e-24,3.2117670193603307e-25,1.0476478134580101e-25
632.0,4.79331896071199e-23,1.4598940997092051e-25,1.4181828397175458e-25,1.0646799112879508e-25
633.0,1.0288777464617489e-23,2.016044232931772e-25,-3.7540133992522604e-26,5.0818218423212286e-26
634.0,-8.2379738483591551e-24,-1.6545466463371367e-24,-2.168985519567998e-25,1.4286106547154937e-26
635.0,-7.647064331810163e-24,3.128344499376906e-25,-1.3903753330564175e-26,-3.128344499376707e-27
636.0,-7.0561548152612355e-24,2.2802155462125179e-24,1.8909104529567276e-25,1.7692526113143192e-26
637.0,1.2652415530813398e-23,2.3358305595347745e-24,2.0090923562665265e-25,3.8513396725662959e-26
638.0,3.23609858768881e-23,-1.4320865930481097e-24,2.1550817662375465e-26,2.1098945679131315e-26
639.0,1.3834234563911385e-23,-3.2882376626784238e-24,-3.4898420859716009e-25,3.6844946325996715e-27
640.0,-2.381017757859103e-23,-3.2326226493561669e-24,-3.371660182661802e-25,-1.3729956413931837e-26
641.0,-2.3219268062042036e-23,6.4652452987122412e-25,-1.3417121963994329e-25,-1.2026746630937777e-26
642.0,-3.5106977159673378e-24,2.6139056261460512e-24,6.8823578986292325e-26,8.7941239815819892e-27
643.0,1.6197872630107227e-23,7.5775455651573749e-25,8.0641769317272209e-26,1.0497333764576183e-26
644.0,-2.328878682869416e-24,-3.0101625960671467e-24,-9.8716648647004979e-26,1.2200543547570246e-26
645.0,-2.0855629995846127e-23,-4.8663136656974544e-24,-2.7807506661128216e-25,-5.2139074989613988e-27
646.0,-2.0264720479297133e-23,-9.8716648647006285e-25,-7.5080267985046541e-26,-3.5106977159672053e-27
647.0,-5.5615013322250067e-25,9.8021460980476425e-25,1.2791453064119041e-25,-2.0925148762498848e-26
648.0,1.9152420212852133e-23,2.9475957060795915e-24,1.3973272097217029e-25,-1.0427814997908206e-28
649.0,1.9743329729401124e-23,3.0032107194018481e-24,3.4272751959840587e-25,2.0716592462540817e-26
650.0,3.9451900075475759e-23,1.1470596497715342e-24,1.6336910163412871e-25,3.3021414160091738e-27
651.0,2.092514876249905e-23,-7.0909141985877941e-25,-1.5989316330148468e-26,-1.411230963052247e-26
652.0,2.3983974495224031e-24,-6.5347640653652281e-25,-1.9534773429442565e-25,-5.0644421506579816e-26
653.0,-1.612835386345431e-23,1.3139046897383044e-24,7.6470643318099646e-27,-2.9823550894059918e-26
654.0,3.5802164826203246e-24,3.2812857860131315e-24,2.1064186295804691e-25,-9.0026802815401528e-27
655.0,2.3288786828694959e-23,1.4251347163828179e-24,2.224600532890268e-25,-7.2994704985460913e-27
656.0,4.7620355157183125e-24,-2.3427824362000665e-24,-3.3925158126576584e-25,-2.4713921545077601e-26
657.0,-1.37647157972584e-23,-4.1989335058303738e-24,-5.1860999923004306e-25,-2.301071176208354e-26
658.0,-1.3173806280709471e-23,-2.2315524095555529e-24,-3.1561520060380607e-25,-2.1307501979089481e-26
659.0,-1.2582896764160478e-23,1.6475947696718445e-24,-1.1262040197756914e-25,-4.8663136656958023e-28
660.0,7.1256735819142216e-24,1.7032097829941009e-24,9.0374396648666464e-26,1.2165784164244813e-27
661.0,7.716583098463149e-24,-1.5294128663621253e-25,-8.8984021315610713e-26,-1.6197872630107162e-26
662.0,-1.0810168214513563e-23,-2.0090923562665262e-24,-7.7165830984630839e-26,4.6229979824127362e-27
663.0,-1.0219258697964568e-23,-3.8652434258968335e-24,-2.5652424894890936e-25,6.3262077654067983e-27
664.0,-9.6283491814155744e-24,1.390375333055754e-26,-5.3529450322672401e-26,-1.1088243281124846e-26
665.0,1.0080221164659059e-23,1.9812848496053846e-24,1.4946534830356453e-25,-2.8502694327656358e-26
666.0,1.0671130681208052e-23,3.9486659458802117e-24,1.6128353863454311e-25,-2.679948454466229e-26
667.0,3.0379701027282686e-23,4.0042809592024683e-24,3.6427833726078005e-25,-5.9786139321425283e-27
668.0,5.0088271373357314e-23,2.1481298895721548e-24,1.8491991929650286e-25,-4.2754041491484668e-27
669.0,3.1561520060380608e-23,2.9197881994184102e-25,-1.856151069630314e-25,-2.1689855195679977e-26
670.0,-6.0828920821217429e-24,-1.5641722496884728e-24,-3.6497352492730992e-25,-3.9104306242211618e-26
671.0,-2.4609643395098454e-23,4.032088465863544e-25,2.9197881994184101e-26,-5.6518757288743267e-26
672.0,-4.9010730490238218e-24,2.3705899428611815e-24,2.3219268062042104e-25,-1.6580225846697661e-26
673.0,1.480749729705088e-23,2.4262049561834381e-24,2.440108709513996e-25,2.3358305595347811e-26
674.0,1.539840681359987e-23,-1.3417121963994461e-24,-1.2652415530813467e-25,-1.3173806280709538e-26
675.0,-3.128344499376906e-24,-5.1096293489823237e-24,-4.970591815676675e-25,-3.0588257327241047e-26
676.0,-4.0772756641879327e-23,-3.1422482527074966e-24,-4.8524099123668766e-25,-2.8885047544246985e-26
677.0,-4.0181847125330325e-23,-1.1748671564326759e-24,-9.1069584315196343e-26,-2.7181837761252929e-26
678.0,-2.0473276779255628e-23,7.9251393984215117e-25,-7.9251393984216458e-26,-2.5478627978258733e-26
679.0,-7.6470643318099643e-25,8.4812895316440795e-25,1.237434046420205e-25,-4.6577573657389645e-27
680.0,1.89438639128937e-23,-1.0080221164659058e-24,-5.561501332225802e-26,1.6163113246780803e-26
681.0,1.9534773429442696e-23,-2.8641731860962129e-24,-2.3497343128653519e-25,1.7866323029774864e-26
682.0,1.0080221164659855e-24,-8.9679208982139258e-25,-3.1978632660298262e-26,4.5187198324335217e-28
683.0,1.5989316330149131e-24,1.0705890064534347e-24,1.7101616596593868e-25,-1.6962579063288291e-26
684.0,2.1898411495639067e-24,1.1262040197756913e-24,1.8283435629691724e-25,-1.525936928029423e-26
685.0,2.1898411495638606e-23,3.0935851160505188e-24,3.8582915492315417e-25,5.5615013322256695e-27
686.0,4.1606981841713173e-23,1.2374340464202049e-24,2.0647073695887699e-25,7.2647111152197317e-27
687.0,2.3080230528736529e-23,-2.5304831061626729e-24,-1.6406428930065861e-25,-1.0149739931311912e-26
688.0,-1.4564181613765889e-23,-2.474868092840416e-24,-1.522460989696787e-25,-4.6681851807368866e-26
689.0,-1.3973272097216896e-23,-5.0748699656559557e-25,5.0748699656558241e-26,-4.4978642024374804e-26
690.0,5.7352982488577383e-24,3.3716601826618021e-24,4.4492010657805231e-25,1.4077550247196108e-26
691.0,2.5443868594932435e-23,3.4272751959840587e-24,2.6556168861377372e-25,3.4898420859716006e-26
692.0,2.6034778111481432e-23,-3.4064195659883217e-25,-1.0497333764576049e-25,1.7483969813184363e-26
693.0,7.5080267985046537e-24,-4.1085591091817094e-24,-4.7550836390529342e-25,6.9518766652721364e-29
694.0,-3.0136385343997766e-23,-2.1411780129068826e-24,-4.6369017357431487e-25,-3.6462593109404233e-26
695.0,-2.9545475827448769e-23,-1.737969166320621e-25,-2.6069537494807793e-25,-3.4759383326410172e-26
696.0,-2.8954566310899773e-23,-1.1818190330980542e-25,1.3347603197341474e-25,-1.3938512713890667e-26
697.0,9.871664864700562e-24,1.8491991929650219e-24,3.364708305996517e-25,6.8823578986290999e-27
698.0,1.0462574381249557e-23,-6.9518766652920358e-27,1.5711241263537318e-25,8.5855676816232947e-27
699.0,-8.0641769317271551e-24,-1.8631029462955993e-24,-2.2246005328904007e-26,-8.8288833649083503e-27
700.0,1.164439341434748e-23,1.0427814997922136e-25,-1.0427814997924126e-26,1.1991987247611416e-26
